CaseID,ActivityID,timestamp
880001,15,2019-05-20 09:07:47
880001,11,2019-05-20 11:13:54
880001,8,2019-05-23 10:40:50
880001,24,2019-05-23 11:27:55
880001,19,2019-05-27 17:54:52
880001,23,2019-06-04 15:20:53
880001,16,2019-06-06 16:20:03
880001,1,2019-06-07 10:00:10
880001,25,2019-06-07 14:04:28
880002,15,2019-05-20 09:07:47
880002,11,2019-05-20 11:13:54
880002,23,2019-05-20 11:20:13
880002,24,2019-05-23 11:27:55
880002,16,2019-05-23 17:26:26
880002,1,2019-05-23 17:43:12
880002,25,2019-05-24 15:54:44
880003,15,2019-05-20 09:07:47
880003,11,2019-05-20 11:13:54
880003,23,2019-05-23 11:00:25
880003,24,2019-05-23 11:27:55
880003,16,2019-05-23 17:26:26
880003,1,2019-05-23 17:43:12
880003,25,2019-05-24 15:54:44
880004,15,2019-05-20 09:07:47
880004,11,2019-05-20 11:13:54
880004,8,2019-05-20 13:54:37
880004,19,2019-05-21 10:03:49
880004,24,2019-05-23 11:27:55
880004,23,2019-06-20 14:58:13
880004,16,2019-06-25 11:30:01
880004,1,2019-06-25 11:55:45
880004,25,2019-06-26 09:18:52
880005,15,2019-05-20 10:35:21
880005,11,2019-05-21 12:19:16
880005,23,2019-05-21 12:35:03
880005,24,2019-05-22 14:47:40
880005,16,2019-05-23 11:00:25
880005,1,2019-05-23 14:22:59
880005,6,2019-05-23 14:48:41
880005,25,2019-05-23 19:14:00
880006,15,2019-05-20 10:35:21
880006,23,2019-05-20 10:38:17
880006,11,2019-05-21 12:19:16
880006,24,2019-05-22 14:47:40
880006,16,2019-05-23 11:00:25
880006,1,2019-05-23 14:22:59
880006,6,2019-05-23 14:48:41
880006,25,2019-05-23 19:14:00
880007,15,2019-05-20 10:35:21
880007,23,2019-05-20 18:15:00
880007,11,2019-05-21 12:19:16
880007,24,2019-05-22 14:47:40
880007,16,2019-05-23 11:00:25
880007,1,2019-05-23 14:22:59
880007,6,2019-05-23 14:48:41
880007,25,2019-05-23 19:14:00
880008,15,2019-05-20 10:35:21
880008,23,2019-05-20 17:08:25
880008,11,2019-05-21 12:19:16
880008,24,2019-05-22 14:47:40
880008,16,2019-05-23 11:00:25
880008,1,2019-05-23 14:22:59
880008,6,2019-05-23 14:48:41
880008,25,2019-05-23 19:14:00
880009,15,2019-05-20 12:30:30
880009,11,2019-05-20 12:34:16
880009,8,2019-05-20 15:19:49
880009,24,2019-05-21 10:41:07
880009,19,2019-05-22 16:52:23
880009,23,2019-05-24 17:26:40
880009,16,2019-05-29 16:14:37
880009,1,2019-05-30 10:19:45
880009,25,2019-05-31 11:00:07
880010,15,2019-05-20 12:30:30
880010,11,2019-05-20 12:34:16
880010,23,2019-05-21 09:43:01
880010,24,2019-05-21 10:41:07
880010,16,2019-05-24 15:49:44
880010,1,2019-05-27 09:50:01
880010,25,2019-05-27 12:39:25
880011,15,2019-05-20 12:30:30
880011,11,2019-05-20 12:34:16
880011,23,2019-05-20 17:51:15
880011,24,2019-05-21 10:41:07
880011,16,2019-05-24 15:49:44
880011,1,2019-05-27 09:50:01
880011,25,2019-05-27 12:39:25
880012,15,2019-05-20 12:30:30
880012,11,2019-05-20 12:34:16
880012,24,2019-05-21 10:41:07
880012,23,2019-05-21 14:58:29
880012,16,2019-05-24 15:49:44
880012,1,2019-05-27 09:50:01
880012,25,2019-05-27 12:39:25
880013,15,2019-05-20 14:20:47
880013,11,2019-05-20 18:36:37
880013,23,2019-05-21 12:39:01
880013,16,2019-05-24 10:49:32
880013,1,2019-05-27 10:40:13
880013,6,2019-05-27 14:56:21
880013,25,2019-05-28 12:42:06
880013,4,2019-06-09 18:36:37
880013,24,2019-06-13 10:57:55
880014,15,2019-05-20 14:20:47
880014,23,2019-05-20 16:56:02
880014,11,2019-05-20 18:36:37
880014,16,2019-05-24 10:49:32
880014,1,2019-05-27 10:40:13
880014,6,2019-05-27 14:56:21
880014,25,2019-05-28 12:42:06
880014,4,2019-06-09 18:36:37
880014,24,2019-06-13 10:57:55
880015,15,2019-05-20 16:01:22
880015,11,2019-05-21 10:34:23
880015,23,2019-05-22 11:18:26
880015,16,2019-05-28 09:49:33
880015,1,2019-05-28 16:20:29
880015,25,2019-05-29 12:01:39
880015,4,2019-06-10 10:34:23
880015,4,2019-06-30 10:34:23
880015,24,2019-07-03 17:07:23
880016,15,2019-05-20 16:01:22
880016,11,2019-05-21 10:34:23
880016,23,2019-05-22 15:24:59
880016,16,2019-05-28 09:49:33
880016,1,2019-05-28 16:20:29
880016,25,2019-05-29 12:01:39
880016,4,2019-06-10 10:34:23
880016,4,2019-06-30 10:34:23
880016,24,2019-07-03 17:07:23
880017,15,2019-05-20 17:22:31
880017,23,2019-05-21 12:15:15
880017,11,2019-05-21 14:55:05
880017,16,2019-05-25 01:00:00
880017,1,2019-05-27 20:29:32
880017,25,2019-05-29 09:50:36
880017,24,2019-05-31 21:05:52
880018,15,2019-05-20 17:22:31
880018,11,2019-05-21 14:55:05
880018,23,2019-05-22 10:17:48
880018,16,2019-05-25 01:00:00
880018,1,2019-05-27 20:29:32
880018,25,2019-05-29 09:50:36
880018,24,2019-05-31 21:05:52
880019,15,2019-05-20 17:22:31
880019,23,2019-05-21 08:55:41
880019,11,2019-05-21 14:55:05
880019,16,2019-05-25 01:00:00
880019,1,2019-05-27 20:29:32
880019,25,2019-05-29 09:50:36
880019,24,2019-05-31 21:05:52
880020,15,2019-05-20 19:04:49
880020,11,2019-05-21 14:33:48
880020,23,2019-05-21 17:02:33
880020,16,2019-05-24 10:49:32
880020,1,2019-05-27 10:40:13
880020,6,2019-05-27 14:56:21
880020,25,2019-05-28 12:42:06
880020,4,2019-06-10 14:33:48
880020,24,2019-06-14 09:57:38
880021,15,2019-05-20 19:04:49
880021,11,2019-05-21 14:33:48
880021,23,2019-05-27 09:53:59
880021,16,2019-05-29 15:38:06
880021,1,2019-05-30 10:10:22
880021,25,2019-05-30 12:02:46
880021,4,2019-06-10 14:33:48
880021,24,2019-06-14 09:57:38
880022,15,2019-05-20 19:04:49
880022,23,2019-05-21 10:49:44
880022,11,2019-05-21 14:33:48
880022,16,2019-05-24 10:49:32
880022,1,2019-05-27 10:40:13
880022,6,2019-05-27 14:56:21
880022,25,2019-05-28 12:42:06
880022,4,2019-06-10 14:33:48
880022,24,2019-06-14 09:57:38
880023,15,2019-05-20 21:49:13
880023,11,2019-05-22 10:34:00
880023,24,2019-05-22 13:31:24
880023,23,2019-05-22 17:13:56
880023,16,2019-05-24 15:49:44
880023,1,2019-05-27 09:50:01
880023,25,2019-05-27 12:39:25
880024,15,2019-05-20 21:49:13
880024,23,2019-05-21 13:42:40
880024,11,2019-05-22 10:34:00
880024,24,2019-05-22 13:31:24
880024,16,2019-05-24 15:49:44
880024,1,2019-05-27 09:50:01
880024,25,2019-05-27 12:39:25
880025,15,2019-05-20 21:49:13
880025,23,2019-05-21 14:56:24
880025,11,2019-05-22 10:34:00
880025,24,2019-05-22 13:31:24
880025,16,2019-05-24 15:49:44
880025,1,2019-05-27 09:50:01
880025,25,2019-05-27 12:39:25
880026,15,2019-05-20 21:49:13
880026,23,2019-05-21 15:02:54
880026,11,2019-05-22 10:34:00
880026,24,2019-05-22 13:31:24
880026,16,2019-05-24 15:49:44
880026,1,2019-05-27 09:50:01
880026,25,2019-05-27 12:39:25
880027,15,2019-05-20 21:49:13
880027,8,2019-05-21 15:51:03
880027,19,2019-05-21 16:51:49
880027,11,2019-05-22 10:34:00
880027,24,2019-05-22 13:31:24
880027,23,2019-05-27 10:33:28
880027,16,2019-05-29 16:14:37
880027,1,2019-05-30 10:19:45
880027,25,2019-05-31 11:00:07
880028,15,2019-05-20 21:49:13
880028,23,2019-05-21 15:26:17
880028,11,2019-05-22 10:34:00
880028,24,2019-05-22 13:31:24
880028,16,2019-05-24 15:49:44
880028,1,2019-05-27 09:50:01
880028,25,2019-05-27 12:39:25
880029,15,2019-05-21 07:13:12
880029,8,2019-05-21 09:14:32
880029,11,2019-05-21 13:40:12
880029,19,2019-05-23 18:54:48
880029,23,2019-05-30 19:28:01
880029,16,2019-05-31 19:05:24
880029,1,2019-06-03 14:07:59
880029,25,2019-06-04 10:32:16
880029,24,2019-06-05 12:51:54
880030,15,2019-05-21 07:13:12
880030,23,2019-05-21 08:23:42
880030,11,2019-05-21 13:40:12
880030,16,2019-05-23 11:00:25
880030,1,2019-05-23 14:22:59
880030,6,2019-05-23 14:48:41
880030,25,2019-05-23 19:14:00
880030,24,2019-06-05 12:51:54
880031,15,2019-05-21 07:13:12
880031,11,2019-05-21 13:40:12
880031,23,2019-05-21 14:14:14
880031,16,2019-05-23 11:00:25
880031,1,2019-05-23 14:22:59
880031,6,2019-05-23 14:48:41
880031,25,2019-05-23 19:14:00
880031,24,2019-06-05 12:51:54
880032,15,2019-05-21 07:13:12
880032,11,2019-05-21 13:40:12
880032,23,2019-05-21 15:32:29
880032,16,2019-05-23 11:00:25
880032,1,2019-05-23 14:22:59
880032,6,2019-05-23 14:48:41
880032,25,2019-05-23 19:14:00
880032,24,2019-06-05 12:51:54
880033,15,2019-05-21 07:13:12
880033,11,2019-05-21 13:40:12
880033,23,2019-05-22 09:49:11
880033,16,2019-05-23 11:00:25
880033,1,2019-05-23 14:22:59
880033,6,2019-05-23 14:48:41
880033,25,2019-05-23 19:14:00
880033,24,2019-06-05 12:51:54
880034,15,2019-05-21 07:13:12
880034,11,2019-05-21 13:40:12
880034,23,2019-05-23 16:07:14
880034,16,2019-05-28 17:21:54
880034,1,2019-05-29 14:30:00
880034,25,2019-05-29 16:14:22
880034,24,2019-06-05 12:51:54
880035,15,2019-05-21 09:58:19
880035,8,2019-05-21 12:57:36
880035,11,2019-05-21 21:10:10
880035,19,2019-05-22 17:33:36
880035,23,2019-05-30 12:41:03
880035,16,2019-05-30 17:36:37
880035,1,2019-06-03 11:23:31
880035,25,2019-06-03 16:37:21
880035,4,2019-06-10 21:10:10
880035,24,2019-06-14 08:33:46
880036,15,2019-05-21 09:58:19
880036,23,2019-05-21 12:47:10
880036,11,2019-05-21 21:10:10
880036,16,2019-05-27 11:49:13
880036,1,2019-05-28 12:29:53
880036,25,2019-05-28 15:50:34
880036,4,2019-06-10 21:10:10
880036,24,2019-06-14 08:33:46
880037,15,2019-05-21 12:16:25
880037,11,2019-05-21 12:55:17
880037,24,2019-05-23 14:24:31
880037,23,2019-05-28 16:41:43
880037,16,2019-05-28 17:21:54
880037,1,2019-05-29 14:30:00
880037,25,2019-05-29 16:14:22
880038,15,2019-05-21 12:16:25
880038,11,2019-05-21 12:55:17
880038,23,2019-05-22 14:18:39
880038,16,2019-05-23 11:00:25
880038,1,2019-05-23 14:22:59
880038,24,2019-05-23 14:24:31
880038,6,2019-05-23 14:48:41
880038,25,2019-05-23 19:14:00
880039,15,2019-05-21 12:16:25
880039,11,2019-05-21 12:55:17
880039,23,2019-05-23 13:39:57
880039,24,2019-05-23 14:24:31
880039,16,2019-05-28 17:21:54
880039,1,2019-05-29 14:30:00
880039,25,2019-05-29 16:14:22
880040,15,2019-05-21 12:16:25
880040,11,2019-05-21 12:55:17
880040,23,2019-05-23 10:45:43
880040,16,2019-05-23 11:00:25
880040,1,2019-05-23 14:22:59
880040,24,2019-05-23 14:24:31
880040,6,2019-05-23 14:48:41
880040,25,2019-05-23 19:14:00
880041,15,2019-05-21 13:52:38
880041,11,2019-05-21 16:44:36
880041,23,2019-05-22 11:47:12
880041,16,2019-05-23 11:00:25
880041,1,2019-05-23 14:22:59
880041,6,2019-05-23 14:48:41
880041,25,2019-05-23 19:14:00
880041,24,2019-06-06 17:01:11
880042,15,2019-05-21 13:52:38
880042,11,2019-05-21 16:44:36
880042,23,2019-05-23 17:26:26
880042,16,2019-05-28 17:21:54
880042,1,2019-05-29 14:30:00
880042,25,2019-05-29 16:14:22
880042,24,2019-06-06 17:01:11
880043,15,2019-05-21 13:52:38
880043,11,2019-05-21 16:44:36
880043,23,2019-05-22 11:00:23
880043,16,2019-05-23 11:00:25
880043,1,2019-05-23 14:22:59
880043,6,2019-05-23 14:48:41
880043,25,2019-05-23 19:14:00
880043,24,2019-06-06 17:01:11
880044,15,2019-05-21 13:52:38
880044,11,2019-05-21 16:44:36
880044,23,2019-05-28 12:19:52
880044,16,2019-05-28 17:21:54
880044,1,2019-05-29 14:30:00
880044,25,2019-05-29 16:14:22
880044,24,2019-06-06 17:01:11
880045,15,2019-05-21 13:52:38
880045,11,2019-05-21 16:44:36
880045,8,2019-05-23 10:19:26
880045,19,2019-05-27 09:35:00
880045,23,2019-06-03 19:30:05
880045,16,2019-06-05 09:43:33
880045,1,2019-06-05 15:08:57
880045,6,2019-06-05 16:25:21
880045,25,2019-06-05 21:36:36
880045,24,2019-06-06 17:01:11
880046,15,2019-05-21 13:52:38
880046,11,2019-05-21 16:44:36
880046,8,2019-05-21 19:19:13
880046,19,2019-05-23 10:27:00
880046,23,2019-05-28 17:21:54
880046,16,2019-05-28 17:21:54
880046,1,2019-05-29 14:30:00
880046,25,2019-05-29 16:14:22
880046,24,2019-06-06 17:01:11
880047,15,2019-05-21 13:52:38
880047,11,2019-05-21 16:44:36
880047,23,2019-05-22 11:36:46
880047,16,2019-05-23 11:00:25
880047,1,2019-05-23 14:22:59
880047,6,2019-05-23 14:48:41
880047,25,2019-05-23 19:14:00
880047,24,2019-06-06 17:01:11
880048,15,2019-05-21 16:05:03
880048,11,2019-05-21 21:40:22
880048,23,2019-05-22 09:37:12
880048,16,2019-05-23 11:00:25
880048,1,2019-05-23 14:22:59
880048,6,2019-05-23 14:48:41
880048,25,2019-05-23 19:14:00
880048,24,2019-05-29 11:06:49
880049,15,2019-05-21 16:05:03
880049,23,2019-05-21 17:15:32
880049,11,2019-05-21 21:40:22
880049,16,2019-05-23 11:00:25
880049,1,2019-05-23 14:22:59
880049,6,2019-05-23 14:48:41
880049,25,2019-05-23 19:14:00
880049,24,2019-05-29 11:06:49
880050,15,2019-05-21 16:05:03
880050,11,2019-05-21 21:40:22
880050,8,2019-05-22 09:29:44
880050,19,2019-05-23 12:09:19
880050,24,2019-05-29 11:06:49
880050,23,2019-06-17 14:24:54
880050,16,2019-06-17 15:48:31
880050,1,2019-06-18 13:41:56
880050,25,2019-06-18 14:55:46
880051,15,2019-05-21 16:05:03
880051,11,2019-05-21 21:40:22
880051,23,2019-05-22 16:07:56
880051,16,2019-05-23 11:00:25
880051,1,2019-05-23 14:22:59
880051,6,2019-05-23 14:48:41
880051,25,2019-05-23 19:14:00
880051,24,2019-05-29 11:06:49
880052,15,2019-05-21 16:05:03
880052,11,2019-05-21 21:40:22
880052,23,2019-05-27 14:01:57
880052,16,2019-05-28 17:21:54
880052,24,2019-05-29 11:06:49
880052,1,2019-05-29 14:30:00
880052,25,2019-05-29 16:14:22
880053,15,2019-05-21 16:05:03
880053,11,2019-05-21 21:40:22
